SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX,
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,27,BC,20,AD,
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,27,BC,10,BC,
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,27,BC,100,AD,
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,27,BC,117,AD,
5093,Terra Sigillata,NULL,NULL,11,NULL,5,21,37,0.216,1,7,27,BC,1,BC,
5096,Thin Walled,NULL,NULL,2,2,2,19,25,0.054,1,4,27,BC,14,AD,
5096,Terra Sigillata,NULL,NULL,1,NULL,1,3,5,0.0056,1,6,27,BC,180,AD,
5066,Terra Sigillata,NULL,NULL,1,NULL,1,3,5,0.028,1,7,27,BC,14,AD,
5314,Thin Walled,NULL,NULL,34,32,30,37,133,0.634,2,11,27,BC,14,AD,
5598,Thin Walled,NULL,NULL,21,10,7,6,44,0.172,2,6,27,BC,14,AD,
5110,Amphora,NULL,NULL,44,50,20,1611,1726,117.209,1,11,27,BC,50,AD,
7132,Terra Sigillata,Surfaces of sherds somewhat worn,NULL,3,NULL,NULL,1,4,0.006,1,4,27,BC,25,AD,
1146,Lamp,NULL,NULL,NULL,1,2,53,56,NULL,NULL,NULL,30,AD,70,AD,
1149,Commonware,NULL,NULL,7,NULL,1,16,24,NULL,NULL,NULL,30,BC,150,AD,
2258,Terra Sigillata,NULL,NULL,NULL,NULL,2,5,7,NULL,NULL,NULL,30,BC,180,AD,
2382,Terra Sigillata,NULL,NULL,45,NULL,11,68,124,0.706,2,11,30,BC,30,AD,
1129,Terra Sigillata,NULL,NULL,2,NULL,NULL,2,4,0.02,2,5,30,BC,1,BC,
5029,Terra Sigillata,NULL,NULL,NULL,NULL,1,1,2,0.006,4,4,30,AD,40,AD,
5301,Amphora,NULL,NULL,9,5,NULL,22,35,3,4,11,30,BC,1,BC,
5541,Terra Sigillata,NULL,NULL,7,NULL,3,7,17,0.103,2,11,30,BC,15,BC,
5541,Terra Sigillata,NULL,NULL,7,NULL,3,7,17,0.103,2,11,30,BC,15,BC,
5562,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,0.024,5,6,30,BC,15,BC,
5567,Terra Sigillata,NULL,NULL,1,NULL,NULL,3,4,0.036,3,8,30,BC,15,BC,
5572,Commonware,NULL,NULL,147,21,19,13,192,6.108,2,11,30,BC,117,AD,
5573,Commonware,NULL,NULL,14,1,4,52,71,0.66,2,11,30,BC,20,AD,
5853,Commonware,NULL,NULL,3,1,2,14,20,0.223,2,7,30,BC,90,AD,
5857,Commonware,NULL,NULL,3,1,4,48,56,0.396,1,7,30,BC,117,AD,
2427,Unidentified Ceramic,Pompeian red ware,NULL,1,NULL,NULL,NULL,1,0.058,8,8,30,BC,1,AD,
7104,Terra Sigillata,NULL,NULL,1,NULL,NULL,7,8,0.05,2,7,30,BC,68,AD,
5078,Commonware,NULL,NULL,5,NULL,NULL,5,10,0.13,NULL,NULL,31,BC,117,AD,
5541,Commonware,NULL,NULL,219,18,40,908,1185,14.742,2,11,31,BC,117,AD,
5541,Lamp,NULL,NULL,NULL,3,2,22,27,0.151,2,5,31,BC,150,AD,
5538,Thin Walled,NULL,NULL,4,NULL,1,14,19,0.068,1,6,32,BC,14,AD,
5572,Thin Walled,NULL,NULL,37,11,26,48,122,0.664,2,10,34,AD,57,AD,
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,35,AD,69,AD,
5079,Commonware,NULL,NULL,10,1,2,43,56,1.095,2,10,37,AD,54,AD,
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,40,AD,117,AD,
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,40,AD,117,AD,
13,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,40,AD,50,AD,
111,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,40,BC,180,AD,
1027,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,40,BC,180,AD,
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,40,AD,80,AD,
1177,Terra Sigillata,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,40,BC,80,AD,
1158,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,40,BC,180,AD,
1112,Terra Sigillata,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,40,BC,180,AD,
1168,Thin Walled,NULL,NULL,5,NULL,4,18,27,NULL,NULL,NULL,40,AD,70,AD,
1158,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,40,BC,180,AD,
1280,African Cookware,NULL,NULL,2,NULL,NULL,2,4,NULL,NULL,NULL,40,AD,150,AD,
5012,Amphora,NULL,NULL,4,3,2,27,36,3.305,3,10,40,AD,300,AD,
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,40,AD,117,AD,
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,40,BC,15,BC,
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,40,BC,81,AD,
5093,Terra Sigillata,NULL,NULL,11,NULL,5,21,37,0.216,1,7,40,BC,14,AD,
5101,Terra Sigillata,NULL,NULL,4,NULL,2,6,12,0.25,3,11,40,BC,10,BC,
5312,Thin Walled,NULL,NULL,1,2,2,8,13,0.074,2,7,40,AD,200,AD,
5310,Terra Sigillata,NULL,NULL,3,NULL,NULL,1,4,0.011,2,3,40,AD,68,AD,
5310,Terra Sigillata,NULL,NULL,3,NULL,NULL,1,4,0.011,2,3,40,AD,50,AD,
5385,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.003,2,2,40,BC,15,BC,
5734,Terra Sigillata,very small worn fragment,NULL,1,NULL,NULL,NULL,1,0.003,2,2,40,BC,20,AD,
7239,Terra Sigillata,NULL,NULL,4,NULL,5,12,21,0.152,2,8,40,BC,15,BC,
5012,Terra Sigillata,NULL,NULL,5,NULL,NULL,4,9,0.06,2,9,41,AD,85,AD,
5016,Commonware,NULL,NULL,66,10,15,227,318,4.835,1,10,41,AD,54,AD,
5019,Commonware,NULL,NULL,34,2,7,114,157,1.575,3,8,41,AD,54,AD,
5572,Painted Creamware,NULL,NULL,5,6,5,5,21,0.286,2,11,41,AD,194,AD,
1331,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,50,BC,180,AD,
1340,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,4,4,0.02,2,5,50,BC,180,AD,
1320,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.001,NULL,1,50,BC,180,AD,
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,50,BC,180,AD,
3042,Terra Sigillata,NULL,NULL,1,NULL,1,3,5,0.032,3,4,50,BC,180,AD,
1384,Terra Sigillata,NULL,NULL,10,NULL,2,6,18,NULL,NULL,NULL,50,BC,180,AD,
2074,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,50,BC,180,AD,
1401,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.004,NULL,3,50,BC,180,AD,
1194,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,0.002,2,3,50,BC,180,AD,
1364,Terra Sigillata,NULL,NULL,NULL,NULL,1,1,2,0.014,2,3,50,BC,180,AD,
3102,Terra Sigillata,NULL,NULL,NULL,NULL,1,4,5,0.016,2,4,50,BC,180,AD,
3109,Terra Sigillata,NULL,NULL,6,NULL,3,NULL,9,0.108,2,9,50,BC,180,AD,
2340,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,50,BC,180,AD,
2094,Terra Sigillata,NULL,NULL,1,NULL,1,4,6,0.018,2,4,50,BC,180,AD,
1306,Terra Sigillata,NULL,NULL,NULL,NULL,2,4,6,0.034,3,6,50,BC,180,AD,
1369,Terra Sigillata,NULL,NULL,2,NULL,NULL,1,3,0.012,2,4,50,BC,180,AD,
3118,Terra Sigillata,NULL,NULL,1,NULL,1,7,9,0.036,2,4,50,BC,180,AD,
3126,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,2,50,BC,180,AD,
11,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
7,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
14,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,50,AD,
115,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
2046,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,180,AD,
2040,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,80,AD,
170,Amphora,NULL,NULL,2,14,NULL,100,116,NULL,NULL,NULL,50,BC,100,AD,
170,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,50,BC,180,AD,
2042,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
2005,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
1005,Terra Sigillata,NULL,NULL,NULL,NULL,1,4,5,NULL,NULL,NULL,50,BC,180,AD,
2010,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
1056,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,50,BC,180,AD,
129,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,0.012,1,2,50,BC,180,AD,
1116,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
1146,Lamp,NULL,NULL,NULL,1,2,53,56,NULL,NULL,NULL,50,AD,90,AD,
1146,Amphora,NULL,NULL,7,5,NULL,90,102,NULL,NULL,NULL,50,BC,100,AD,
1080,Terra Sigillata,NULL,NULL,NULL,NULL,2,2,4,NULL,NULL,NULL,50,BC,180,AD,
1135,Terra Sigillata,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,50,BC,180,AD,
1232,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,50,BC,180,AD,
445,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
466,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,180,AD,
414,Terra Sigillata,NULL,NULL,5,NULL,2,9,16,NULL,NULL,NULL,50,BC,180,AD,
1149,Black Gloss,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,50,BC,180,AD,
1149,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,50,BC,180,AD,
1273,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,180,AD,
1202,Thin Walled,NULL,NULL,10,NULL,1,41,52,NULL,NULL,NULL,50,BC,50,AD,
1202,Amphora,NULL,NULL,2,2,NULL,40,44,NULL,NULL,NULL,50,BC,50,AD,
1342,Terra Sigillata,NULL,NULL,4,NULL,1,5,10,0.022,1,2.5,50,BC,180,AD,
1342,Amphora,NULL,NULL,1,NULL,NULL,32,33,0.659,1,10,50,BC,50,AD,
1344,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
542,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
580,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
2130,Amphora,NULL,NULL,1,NULL,NULL,11,12,NULL,NULL,NULL,50,BC,100,AD,
2107,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
2221,Terra Sigillata,NULL,NULL,1,NULL,1,2,4,NULL,NULL,NULL,50,BC,180,AD,
2241,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,180,AD,
2243,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,50,BC,180,AD,
2279,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
3028,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,180,AD,
3004,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,200,BC,
3059,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
2271,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
2266,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
398,Terra Sigillata,this is small a ring foot base with only one surface remaining of red gloss. it is heavily worn. ,NULL,NULL,NULL,1,NULL,1,0.015,3,3,50,BC,180,AD,
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,250,AD,
2237,Terra Sigillata,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,50,BC,180,AD,
2130,Amphora,NULL,NULL,1,NULL,NULL,11,12,NULL,NULL,NULL,50,BC,100,AD,
2107,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
1101,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,50,BC,180,AD,
1119,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,0.002,NULL,2,50,BC,180,AD,
1124,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,1,NULL,NULL,NULL,50,BC,180,AD,
1156,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,50,BC,180,AD,
1157,Terra Sigillata,NULL,NULL,12,NULL,1,17,30,NULL,NULL,NULL,50,BC,180,AD,
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,180,AD,
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,50,AD,
3111,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,100,AD,
2370,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,50,BC,180,AD,
2335,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
1115,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD,
1127,Terra Sigillata,NULL,NULL,1,NULL,1,2,4,0.015,2,4,50,BC,180,AD,
1129,Terra Sigillata,NULL,NULL,2,NULL,NULL,2,4,0.02,2,5,50,BC,180,AD,
1210,Terra Sigillata,NULL,NULL,1,NULL,NULL,8,9,NULL,NULL,NULL,50,BC,180,AD,
1213,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,50,BC,180,AD,
1221,Terra Sigillata,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,50,BC,180,AD,
1222,Amphora,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,50,BC,800,AD,
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,180,AD,
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,50,AD,
1384,Terra Sigillata,NULL,NULL,10,NULL,2,6,18,NULL,NULL,NULL,50,BC,180,AD,
2448,Terra Sigillata,Only a small spot of slip remains. ,NULL,NULL,NULL,NULL,1,1,0.002,2,2,50,BC,180,AD,
2382,Terra Sigillata,NULL,NULL,45,NULL,11,68,124,0.706,2,11,50,BC,180,AD,
2001,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,200,AD,
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,200,AD,
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,200,AD,
4022,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,50,BC,180,AD,
5065,Terra Sigillata,NULL,NULL,8,NULL,2,35,45,0.288,2,8,50,BC,180,AD,
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,50,AD,250,AD,
5004,Terra Sigillata,NULL,NULL,37,NULL,24,92,153,0.986,2,10,50,BC,180,AD,
5052,Terra Sigillata,NULL,NULL,24,NULL,9,33,66,0.842,2,10,50,BC,180,AD,
5027,Terra Sigillata,NULL,NULL,4,NULL,2,10,16,0.13,1,6,50,BC,180,AD,
5068,Terra Sigillata,NULL,NULL,1,NULL,NULL,5,6,0.028,2,4,50,BC,180,AD,
5068,Amphora,NULL,NULL,7,9,NULL,87,103,7.056,3,10,50,BC,1,BC,
5092,Terra Sigillata,NULL,NULL,4,NULL,1,4,9,0.074,2,7,50,BC,180,AD,
5012,African Cookware,NULL,NULL,2,NULL,1,NULL,3,0.04,NULL,5,50,AD,150,AD,
5012,Terra Sigillata,NULL,NULL,5,NULL,NULL,4,9,0.06,2,9,50,BC,180,AD,
5056,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,0.004,NULL,2,50,BC,180,AD,
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,50,BC,180,AD,
5075,Terra Sigillata,NULL,NULL,2,NULL,NULL,3,5,0.028,2,5,50,BC,180,AD,
5075,Commonware,NULL,NULL,5,NULL,3,25,33,0.508,2,9,50,AD,200,AD,
5016,Terra Sigillata,NULL,NULL,31,NULL,6,55,92,0.642,1,10,50,BC,180,AD,
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,50,BC,180,AD,
5025,Thin Walled,NULL,NULL,8,1,1,15,25,0.104,2,6,50,AD,100,AD,
5025,Terra Sigillata,NULL,NULL,8,NULL,5,16,29,0.126,2,6,50,BC,180,AD,
5050,Terra Sigillata,NULL,NULL,2,NULL,NULL,2,4,0.006,NULL,NULL,50,BC,180,AD,
5083,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,50,BC,180,AD,
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,50,AD,250,AD,
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,50,AD,250,AD,
5096,Amphora,NULL,NULL,5,9,1,181,196,16.271,1,11,50,BC,50,AD,
5110,Amphora,NULL,NULL,44,50,20,1611,1726,117.209,1,11,50,AD,250,AD,
5126,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,50,BC,180,AD,
5076,African Cookware,NULL,NULL,4,NULL,NULL,3,7,0.14,NULL,NULL,50,AD,100,AD,
5093,Terra Sigillata,NULL,NULL,11,NULL,5,21,37,0.216,1,7,50,BC,180,AD,
5107,Amphora,NULL,NULL,12,3,1,144,160,11.063,2,11,50,BC,150,AD,
5110,Amphora,NULL,NULL,44,50,20,1611,1726,117.209,1,11,50,BC,150,AD,
5110,Amphora,NULL,NULL,44,50,20,1611,1726,117.209,1,11,50,BC,125,AD,
5110,Amphora,NULL,NULL,44,50,20,1611,1726,117.209,1,11,50,BC,50,AD,
5126,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,50,BC,180,AD,
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,50,AD,250,AD,
5095,Terra Sigillata,NULL,NULL,2,NULL,1,1,4,0.022,2,6,50,BC,180,AD,
5301,Amphora,NULL,NULL,9,5,NULL,22,35,3,4,11,50,BC,200,AD,
5301,Commonware,NULL,NULL,43,8,8,31,100,1.21,2,10,50,BC,200,AD,
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,50,AD,250,AD,
5094,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,0.004,1,2,50,BC,180,AD,
5163,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,0.01,2,5,50,BC,180,AD,
5163,Amphora,NULL,NULL,1,1,NULL,14,16,1.545,4,11,50,BC,1,AD,
5163,Commonware,NULL,NULL,3,NULL,1,6,10,0.198,3,8,50,AD,150,AD,
5160,Terra Sigillata,NULL,NULL,1,NULL,NULL,5,6,0.04,2,6,50,BC,180,AD,
5309,Terra Sigillata,NULL,NULL,NULL,NULL,1,NULL,1,0.014,6,6,50,BC,180,AD,
5317,Terra Sigillata,NULL,NULL,5,NULL,2,11,18,0.114,2,10,50,BC,180,AD,
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,50,BC,50,AD,
5079,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,50,BC,180,AD,
5079,Amphora,NULL,NULL,1,2,NULL,33,36,3.21,3,10,50,BC,79,AD,
5164,Terra Sigillata,NULL,NULL,2,NULL,NULL,NULL,2,0.034,5,8,50,BC,180,AD,
5312,Terra Sigillata,NULL,NULL,8,NULL,1,25,34,0.446,2,11,50,BC,180,AD,
5391,Thin Walled,NULL,NULL,1,NULL,NULL,8,9,0.01,2,3,50,BC,0,AD,
5517,Terra Sigillata,NULL,NULL,4,NULL,1,5,10,0.086,2,5,50,BC,180,AD,
5544,Amphora,NULL,NULL,1,1,NULL,58,60,1.814,2,11,50,BC,50,AD,
5541,Terra Sigillata,NULL,NULL,7,NULL,3,7,17,0.103,2,11,50,BC,180,AD,
5552,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,50,BC,180,AD,
5564,Amphora,NULL,NULL,3,3,4,4,14,6.16,3,11,50,AD,200,AD,
5562,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,0.024,5,6,50,BC,180,AD,
5601,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,4,50,BC,180,AD,
5601,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,4,50,BC,180,AD,
5602,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,4,4,50,BC,180,AD,
5606,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,4,50,BC,180,AD,
5609,Amphora,NULL,NULL,NULL,NULL,1,3,4,2.74,11,11,50,AD,300,AD,
5622,Terra Sigillata,NULL,NULL,2,NULL,1,NULL,3,0.008,3,4,50,BC,180,AD,
5572,Terra Sigillata,NULL,NULL,49,NULL,12,3,64,0.586,2,11,50,BC,180,AD,
5572,Amphora,NULL,NULL,30,44,17,17,108,23.08,4,11,50,AD,300,AD,
5598,Terra Sigillata,"Edited by Amy Welch 2017. Two figural sherds:
The first is a fragment (7.1 g, 5 cm) of a wall depicting the torso of a nude male figure, possibly Hercules, with pronounced musculature. Figure has an unidentified object over his right shoulder, possibly a club. There is a cloth over his left shoulder with a lion or leopard face in the cloth.
The second is a fragment (30.4 g, 7cm) of a wall sherd depicting a figure in an arcade. Possible second figure or ship in second arcade? Quality of mold was very poor, very little detail visible on figures. Figure on the right is in profile, facing left with an unidentifiable object in his/her hand. ",NULL,64,1,13,37,115,0.93,2,11,50,BC,180,AD,
5598,Terra Sigillata,"Edited by Amy Welch 2017. Two figural sherds:
The first is a fragment (7.1 g, 5 cm) of a wall depicting the torso of a nude male figure, possibly Hercules, with pronounced musculature. Figure has an unidentified object over his right shoulder, possibly a club. There is a cloth over his left shoulder with a lion or leopard face in the cloth.
The second is a fragment (30.4 g, 7cm) of a wall sherd depicting a figure in an arcade. Possible second figure or ship in second arcade? Quality of mold was very poor, very little detail visible on figures. Figure on the right is in profile, facing left with an unidentifiable object in his/her hand. ",NULL,64,1,13,37,115,0.93,2,11,50,BC,1,AD,
5700,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,50,BC,180,AD,
5561,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.014,7,7,50,BC,180,AD,
5733,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
5569,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
5579,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
5719,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
5630,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD,
5630,Painted Creamware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,1,BC,
3635,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,50,BC,180,AD,
5851,Terra Sigillata,NULL,NULL,1,NULL,1,1,3,0.018,2,5,50,BC,180,AD,
5867,Amphora,"SU includes large creamware basins or storage vessels, making it difficult to differentiate between amphora walls and creamware walls. SU includes three fully preserved amphora rims, with partial (one complete) handles attached. ",NULL,10,15,2,116,143,2.16,3,11,50,AD,250,AD,
5867,Commonware,NULL,NULL,7,1,4,72,84,27.017,4,11,50,AD,250,AD,
5807,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,50,BC,180,AD,
5385,Thin Walled,thin brown wash on ext and int; incised lines and added messy barbotine on ext,NULL,NULL,NULL,NULL,1,1,0.002,5,5,50,BC,40,AD,
5707,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.001,5,5,50,BC,180,AD,
5621,Terra Sigillata,NULL,NULL,30,NULL,6,36,74,0.52,2,11,50,BC,180,AD,
5621,Terra Sigillata,NULL,NULL,30,NULL,6,36,74,0.52,2,11,50,AD,100,AD,
8000,Lamp,NULL,NULL,NULL,6,6,20,32,0.292,2,7,50,AD,100,AD,
8000,Amphora,Whole vessels preserve entire neck and at least one full handle. Two Gallic amphora rim sherds join.  ,2,10,27,18,734,783,54.14,4,11,50,AD,300,AD,
5314,Thin Walled,NULL,NULL,34,32,30,37,133,0.634,2,11,50,BC,1,BC,
5314,Thin Walled,NULL,NULL,34,32,30,37,133,0.634,2,11,50,BC,199,AD,
5598,Thin Walled,NULL,NULL,21,10,7,6,44,0.172,2,6,50,AD,100,AD,
8049,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,50,BC,200,AD,
8052,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.003,2,2,50,BC,180,AD,
1335,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.02,1,1,50,BC,200,AD,
